tecnica,lote,tentativa,ambiente,sucesso,tempo_s,falha_motivo
ssl,1,1,sim,0,,processo nao encontrado
ssl,1,2,sim,0,,processo nao encontrado
ssl,1,3,sim,0,,processo nao encontrado
ssl,1,4,sim,0,,processo nao encontrado
ssl,1,5,sim,0,,processo nao encontrado
ssl,1,6,sim,0,,processo nao encontrado
ssl,1,7,sim,0,,processo nao encontrado
ssl,1,8,sim,0,,processo nao encontrado
ssl,1,9,sim,0,,processo nao encontrado
ssl,1,10,sim,0,,processo nao encontrado
